code,name,latest_date,latest_close,current_stage,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
000411,英特集团,2023-10-18,11.63,bottom_area,2023-08-24,11.38,2.196836555360281,9.490333919156415,27.974683544303797,True,3
002850,科达利,2023-10-18,83.92,bottom_area,2023-10-18,83.06,1.035396099205393,3.5155309414880827,32.3615635179153,False,3
000058,深赛格,2023-10-18,6.91,bottom_area,2023-09-22,6.81,1.4684287812041195,7.782672540381795,27.16577540106952,True,1
300437,清水源,2023-10-18,12.02,bottom_area,2023-10-18,12.02,0.0,5.158069883527463,28.367103694874857,False,6
688103,国力电子,2023-10-18,47.07,bottom_area,2023-10-18,46.02,2.281616688396343,3.911342894393736,29.199999999999992,False,2
002146,荣盛发展,2023-10-18,1.83,bottom_area,2023-10-18,1.82,0.5494505494505499,2.1978021978021998,27.777777777777775,False,3
002333,罗普斯金,2023-10-18,5.76,bottom_area,2023-10-18,5.76,0.0,1.9097222222222279,29.841656516443372,False,2
000798,中水渔业,2023-10-18,8.17,bottom_area,2023-10-18,8.17,0.0,2.5703794369645148,32.4793388429752,False,3
000663,永安林业,2023-10-18,8.28,bottom_area,2023-10-18,8.26,0.24213075060532172,3.9951573849878943,27.35268249780123,False,1
002177,御银股份,2023-10-18,3.98,bottom_area,2023-09-28,3.91,1.7902813299232694,7.1611253196931015,27.992633517495392,True,2
000014,沙河股份,2023-10-18,11.01,bottom_area,2023-10-18,11.0,0.09090909090908897,2.5454545454545396,30.5993690851735,False,2
300512,中亚股份,2023-10-18,7.71,bottom_area,2023-08-25,7.59,1.581027667984191,9.090909090909085,28.260869565217394,True,1
600322,津投城开,2023-10-18,2.26,bottom_area,2023-10-17,2.26,0.0,3.0973451327433756,31.097560975609756,False,2
603326,我乐家居,2023-10-18,10.29,bottom_area,2023-10-18,10.26,0.2923976608187072,2.436647173489279,28.251748251748253,False,2
603025,大豪科技,2023-10-18,12.19,bottom_area,2023-10-18,12.16,0.24671052631578422,1.9736842105263175,28.930450029222676,False,2
601226,华电科工,2023-10-18,5.65,bottom_area,2023-10-18,5.61,0.7130124777183606,3.3868092691622014,31.16564417177914,False,1
301313,凡拓数创,2023-10-18,27.61,bottom_area,2023-10-18,27.42,0.6929248723559362,2.4799416484318004,31.875776397515526,False,3
600004,白云机场,2023-10-18,10.5,bottom_area,2023-10-18,10.5,0.0,1.6190476190476182,28.8135593220339,False,1
600408,安泰集团,2023-10-18,2.45,bottom_area,2023-10-18,2.43,0.8230452674897125,2.880658436213985,28.947368421052627,False,2
002314,南山控股,2023-10-18,3.01,bottom_area,2023-10-18,3.01,0.0,1.9933554817275767,27.118644067796616,False,2
600009,上海机场,2023-10-18,35.63,bottom_area,2023-10-18,35.6,0.0842696629213515,1.68539325842697,27.24300020437359,False,3
001322,箭牌家居,2023-10-18,12.62,bottom_area,2023-10-18,12.61,0.07930214115780956,3.0927835051546437,27.942857142857147,False,1
002145,钛能化学,2023-10-18,4.44,confirmed_rebound,2023-09-26,4.32,2.77777777777778,10.416666666666648,30.32258064516129,True,2
688220,翱捷科技,2023-10-18,58.17,bottom_area,2023-10-18,57.8,0.6401384083045062,3.6678200692041605,28.287841191067,False,1
000729,燕京啤酒,2023-10-18,9.44,bottom_area,2023-10-18,9.42,0.21231422505307404,1.8046709129511669,29.438202247191008,False,1
000524,岭南控股,2023-10-18,8.07,bottom_area,2023-10-17,8.02,0.6234413965087371,3.366583541147127,28.392857142857142,False,1
600032,浙江新能,2023-10-18,9.36,bottom_area,2023-10-18,9.36,0.0,2.670940170940171,29.940119760479046,False,1
000006,深振业A,2023-10-18,4.21,bottom_area,2023-10-18,4.21,0.0,2.3752969121140057,30.983606557377048,False,1
688281,华秦科技,2023-10-18,137.8,bottom_area,2023-10-18,137.38,0.3057213568205095,3.748726161013252,28.954853389874337,False,1
601156,东航物流,2023-10-18,11.42,bottom_area,2023-10-18,11.38,0.35149384885763746,2.7240773286467372,30.184049079754597,False,1
000965,天保基建,2023-10-18,3.27,bottom_area,2023-10-18,3.27,0.0,1.8348623853211024,28.75816993464052,False,1
301378,通达海,2023-10-18,48.99,bottom_area,2023-10-18,48.7,0.5954825462012302,3.5934291581108826,27.59440975319655,False,1
000428,华天酒店,2023-10-18,3.95,bottom_area,2023-10-18,3.95,0.0,2.531645569620244,29.464285714285705,False,2
603191,望变电气,2023-10-18,15.09,bottom_area,2023-10-18,14.93,1.071667782987275,2.478231748158078,29.140958709065025,False,1
002069,獐子岛,2023-10-18,3.98,bottom_area,2023-10-17,3.96,0.5050505050505055,2.525252525252516,30.03533568904594,False,1
